data_date,time_index,area,num_people
2025-10-29,1,A,0
2025-10-29,1,B,2
2025-10-29,1,C,4
2025-10-29,1,D,8
2025-10-29,1,E,16
2025-10-29,1,F,4
2025-10-29,1,G,6
2025-10-29,1,H,14
2025-10-29,1,J,5
2025-10-29,1,K,4
2025-10-29,1,L,4
2025-10-29,1,M,1
2025-10-29,1,N,3
2025-10-29,1,GH,5
2025-10-29,1,IM1,11
2025-10-29,1,IM2,2
2025-10-29,1,Outside,121
2025-10-29,2,A,0
2025-10-29,2,B,2
2025-10-29,2,C,8
2025-10-29,2,D,11
2025-10-29,2,E,21
2025-10-29,2,F,4
2025-10-29,2,G,8
2025-10-29,2,H,11
2025-10-29,2,J,2
2025-10-29,2,K,3
2025-10-29,2,L,5
2025-10-29,2,M,0
2025-10-29,2,N,3
2025-10-29,2,GH,8
2025-10-29,2,IM1,8
2025-10-29,2,IM2,1
2025-10-29,2,Outside,107
2025-10-29,3,A,0
2025-10-29,3,B,0
2025-10-29,3,C,8
2025-10-29,3,D,4
2025-10-29,3,E,18
2025-10-29,3,F,4
2025-10-29,3,G,7
2025-10-29,3,H,12
2025-10-29,3,J,2
2025-10-29,3,K,2
2025-10-29,3,L,4
2025-10-29,3,M,0
2025-10-29,3,N,2
2025-10-29,3,GH,4
2025-10-29,3,IM1,9
2025-10-29,3,IM2,1
2025-10-29,3,Outside,117
2025-10-29,4,A,0
2025-10-29,4,B,3
2025-10-29,4,C,11
2025-10-29,4,D,9
2025-10-29,4,E,11
2025-10-29,4,F,4
2025-10-29,4,G,6
2025-10-29,4,H,11
2025-10-29,4,J,3
2025-10-29,4,K,2
2025-10-29,4,L,4
2025-10-29,4,M,1
2025-10-29,4,N,3
2025-10-29,4,GH,6
2025-10-29,4,IM1,11
2025-10-29,4,IM2,5
2025-10-29,4,Outside,106
2025-10-29,5,A,0
2025-10-29,5,B,2
2025-10-29,5,C,3
2025-10-29,5,D,3
2025-10-29,5,E,19
2025-10-29,5,F,4
2025-10-29,5,G,10
2025-10-29,5,H,17
2025-10-29,5,J,4
2025-10-29,5,K,1
2025-10-29,5,L,3
2025-10-29,5,M,1
2025-10-29,5,N,2
2025-10-29,5,GH,4
2025-10-29,5,IM1,5
2025-10-29,5,IM2,4
2025-10-29,5,Outside,116
2025-10-29,6,A,0
2025-10-29,6,B,2
2025-10-29,6,C,7
2025-10-29,6,D,5
2025-10-29,6,E,13
2025-10-29,6,F,2
2025-10-29,6,G,9
2025-10-29,6,H,17
2025-10-29,6,J,4
2025-10-29,6,K,1
2025-10-29,6,L,4
2025-10-29,6,M,1
2025-10-29,6,N,2
2025-10-29,6,GH,2
2025-10-29,6,IM1,18
2025-10-29,6,IM2,3
2025-10-29,6,Outside,117
2025-10-29,7,A,0
2025-10-29,7,B,3
2025-10-29,7,C,7
2025-10-29,7,D,3
2025-10-29,7,E,17
2025-10-29,7,F,2
2025-10-29,7,G,8
2025-10-29,7,H,11
2025-10-29,7,J,4
2025-10-29,7,K,2
2025-10-29,7,L,3
2025-10-29,7,M,1
2025-10-29,7,N,2
2025-10-29,7,GH,3
2025-10-29,7,IM1,16
2025-10-29,7,IM2,7
2025-10-29,7,Outside,117
2025-10-29,8,A,0
2025-10-29,8,B,4
2025-10-29,8,C,6
2025-10-29,8,D,11
2025-10-29,8,E,17
2025-10-29,8,F,6
2025-10-29,8,G,7
2025-10-29,8,H,12
2025-10-29,8,J,2
2025-10-29,8,K,1
2025-10-29,8,L,3
2025-10-29,8,M,1
2025-10-29,8,N,2
2025-10-29,8,GH,4
2025-10-29,8,IM1,12
2025-10-29,8,IM2,5
2025-10-29,8,Outside,111
2025-10-29,9,A,0
2025-10-29,9,B,2
2025-10-29,9,C,5
2025-10-29,9,D,8
2025-10-29,9,E,20
2025-10-29,9,F,5
2025-10-29,9,G,8
2025-10-29,9,H,14
2025-10-29,9,J,3
2025-10-29,9,K,4
2025-10-29,9,L,3
2025-10-29,9,M,2
2025-10-29,9,N,2
2025-10-29,9,GH,5
2025-10-29,9,IM1,7
2025-10-29,9,IM2,2
2025-10-29,9,Outside,125
2025-10-29,10,A,0
2025-10-29,10,B,3
2025-10-29,10,C,5
2025-10-29,10,D,9
2025-10-29,10,E,20
2025-10-29,10,F,6
2025-10-29,10,G,4
2025-10-29,10,H,13
2025-10-29,10,J,4
2025-10-29,10,K,4
2025-10-29,10,L,4
2025-10-29,10,M,1
2025-10-29,10,N,3
2025-10-29,10,GH,6
2025-10-29,10,IM1,14
2025-10-29,10,IM2,3
2025-10-29,10,Outside,111
2025-10-29,11,A,0
2025-10-29,11,B,3
2025-10-29,11,C,8
2025-10-29,11,D,6
2025-10-29,11,E,20
2025-10-29,11,F,8
2025-10-29,11,G,10
2025-10-29,11,H,9
2025-10-29,11,J,3
2025-10-29,11,K,3
2025-10-29,11,L,3
2025-10-29,11,M,1
2025-10-29,11,N,4
