data_date,time_index,area,num_people
2025-09-28,1,A,0
2025-09-28,1,B,5
2025-09-28,1,C,11
2025-09-28,1,D,5
2025-09-28,1,E,14
2025-09-28,1,F,10
2025-09-28,1,G,12
2025-09-28,1,H,12
2025-09-28,1,J,7
2025-09-28,1,K,6
2025-09-28,1,L,6
2025-09-28,1,M,7
2025-09-28,1,N,5
2025-09-28,1,GH,16
2025-09-28,1,IM1,13
2025-09-28,1,IM2,6
2025-09-28,1,Outside,96
2025-09-28,2,A,0
2025-09-28,2,B,6
2025-09-28,2,C,13
2025-09-28,2,D,6
2025-09-28,2,E,24
2025-09-28,2,F,15
2025-09-28,2,G,9
2025-09-28,2,H,16
2025-09-28,2,J,9
2025-09-28,2,K,2
2025-09-28,2,L,6
2025-09-28,2,M,6
2025-09-28,2,N,5
2025-09-28,2,GH,9
2025-09-28,2,IM1,10
2025-09-28,2,IM2,7
2025-09-28,2,Outside,86
2025-09-28,3,A,0
2025-09-28,3,B,5
2025-09-28,3,C,11
2025-09-28,3,D,5
2025-09-28,3,E,14
2025-09-28,3,F,12
2025-09-28,3,G,12
2025-09-28,3,H,13
2025-09-28,3,J,9
2025-09-28,3,K,3
2025-09-28,3,L,4
2025-09-28,3,M,7
2025-09-28,3,N,4
2025-09-28,3,GH,14
2025-09-28,3,IM1,14
2025-09-28,3,IM2,2
2025-09-28,3,Outside,99
2025-09-28,4,A,0
2025-09-28,4,B,4
2025-09-28,4,C,10
2025-09-28,4,D,13
2025-09-28,4,E,16
2025-09-28,4,F,8
2025-09-28,4,G,10
2025-09-28,4,H,11
2025-09-28,4,J,9
2025-09-28,4,K,5
2025-09-28,4,L,6
2025-09-28,4,M,4
2025-09-28,4,N,4
2025-09-28,4,GH,13
2025-09-28,4,IM1,13
2025-09-28,4,IM2,6
2025-09-28,4,Outside,102
2025-09-28,5,A,0
2025-09-28,5,B,5
2025-09-28,5,C,13
2025-09-28,5,D,8
2025-09-28,5,E,14
2025-09-28,5,F,11
2025-09-28,5,G,10
2025-09-28,5,H,13
2025-09-28,5,J,9
2025-09-28,5,K,6
2025-09-28,5,L,6
2025-09-28,5,M,6
2025-09-28,5,N,5
2025-09-28,5,GH,13
2025-09-28,5,IM1,16
2025-09-28,5,IM2,2
2025-09-28,5,Outside,93
2025-09-28,6,A,0
2025-09-28,6,B,4
2025-09-28,6,C,12
2025-09-28,6,D,11
2025-09-28,6,E,12
2025-09-28,6,F,5
2025-09-28,6,G,14
2025-09-28,6,H,12
2025-09-28,6,J,9
2025-09-28,6,K,5
2025-09-28,6,L,3
2025-09-28,6,M,5
2025-09-28,6,N,5
2025-09-28,6,GH,7
2025-09-28,6,IM1,18
2025-09-28,6,IM2,4
2025-09-28,6,Outside,103
2025-09-28,7,A,0
2025-09-28,7,B,5
