data_date,time_index,area,num_people
2025-10-25,1,A,0
2025-10-25,1,B,4
2025-10-25,1,C,13
2025-10-25,1,D,12
2025-10-25,1,E,18
2025-10-25,1,F,7
2025-10-25,1,G,7
2025-10-25,1,H,7
2025-10-25,1,J,1
2025-10-25,1,K,5
2025-10-25,1,L,4
2025-10-25,1,M,1
2025-10-25,1,N,3
2025-10-25,1,GH,4
2025-10-25,1,IM1,21
2025-10-25,1,IM2,1
2025-10-25,1,Outside,102
2025-10-25,2,A,0
2025-10-25,2,B,4
2025-10-25,2,C,11
2025-10-25,2,D,16
2025-10-25,2,E,25
2025-10-25,2,F,8
2025-10-25,2,G,8
2025-10-25,2,H,7
2025-10-25,2,J,1
2025-10-25,2,K,3
2025-10-25,2,L,5
2025-10-25,2,M,2
2025-10-25,2,N,3
2025-10-25,2,GH,6
2025-10-25,2,IM1,16
2025-10-25,2,IM2,1
2025-10-25,2,Outside,77
2025-10-25,3,A,0
2025-10-25,3,B,4
2025-10-25,3,C,12
2025-10-25,3,D,17
2025-10-25,3,E,17
2025-10-25,3,F,13
2025-10-25,3,G,6
2025-10-25,3,H,6
2025-10-25,3,J,1
2025-10-25,3,K,3
2025-10-25,3,L,4
2025-10-25,3,M,2
2025-10-25,3,N,3
2025-10-25,3,GH,7
2025-10-25,3,IM1,18
2025-10-25,3,IM2,3
2025-10-25,3,Outside,88
2025-10-25,4,A,0
2025-10-25,4,B,3
2025-10-25,4,C,13
2025-10-25,4,D,16
2025-10-25,4,E,19
2025-10-25,4,F,10
2025-10-25,4,G,8
2025-10-25,4,H,9
2025-10-25,4,J,1
2025-10-25,4,K,4
2025-10-25,4,L,4
2025-10-25,4,M,1
2025-10-25,4,N,3
2025-10-25,4,GH,6
2025-10-25,4,IM1,20
2025-10-25,4,IM2,0
2025-10-25,4,Outside,86
2025-10-25,5,A,0
2025-10-25,5,B,4
2025-10-25,5,C,12
2025-10-25,5,D,13
2025-10-25,5,E,20
2025-10-25,5,F,9
2025-10-25,5,G,8
2025-10-25,5,H,6
2025-10-25,5,J,1
2025-10-25,5,K,4
2025-10-25,5,L,5
2025-10-25,5,M,1
2025-10-25,5,N,3
2025-10-25,5,GH,8
2025-10-25,5,IM1,16
2025-10-25,5,IM2,1
2025-10-25,5,Outside,89
2025-10-25,6,A,0
2025-10-25,6,B,2
2025-10-25,6,C,13
2025-10-25,6,D,13
2025-10-25,6,E,23
2025-10-25,6,F,10
2025-10-25,6,G,7
2025-10-25,6,H,6
2025-10-25,6,J,1
2025-10-25,6,K,4
2025-10-25,6,L,3
2025-10-25,6,M,2
2025-10-25,6,N,3
2025-10-25,6,GH,6
2025-10-25,6,IM1,24
2025-10-25,6,IM2,2
2025-10-25,6,Outside,81
2025-10-25,7,A,0
2025-10-25,7,B,5
2025-10-25,7,C,10
