data_date,time_index,area,num_people
2025-09-29,1,A,0
2025-09-29,1,B,3
2025-09-29,1,C,3
2025-09-29,1,D,16
2025-09-29,1,E,9
2025-09-29,1,F,14
2025-09-29,1,G,13
2025-09-29,1,H,15
2025-09-29,1,J,1
2025-09-29,1,K,4
2025-09-29,1,L,6
2025-09-29,1,M,2
2025-09-29,1,N,3
2025-09-29,1,GH,12
2025-09-29,1,IM1,8
2025-09-29,1,IM2,2
2025-09-29,1,Outside,97
2025-09-29,2,A,0
2025-09-29,2,B,3
2025-09-29,2,C,3
2025-09-29,2,D,15
2025-09-29,2,E,15
2025-09-29,2,F,16
2025-09-29,2,G,15
2025-09-29,2,H,18
2025-09-29,2,J,3
2025-09-29,2,K,5
2025-09-29,2,L,4
2025-09-29,2,M,3
2025-09-29,2,N,3
2025-09-29,2,GH,10
2025-09-29,2,IM1,5
2025-09-29,2,IM2,7
2025-09-29,2,Outside,87
2025-09-29,3,A,0
2025-09-29,3,B,3
2025-09-29,3,C,4
2025-09-29,3,D,12
2025-09-29,3,E,6
2025-09-29,3,F,11
2025-09-29,3,G,7
2025-09-29,3,H,16
2025-09-29,3,J,1
2025-09-29,3,K,3
2025-09-29,3,L,8
2025-09-29,3,M,3
2025-09-29,3,N,2
2025-09-29,3,GH,12
2025-09-29,3,IM1,10
2025-09-29,3,IM2,5
2025-09-29,3,Outside,103
2025-09-29,4,A,0
2025-09-29,4,B,2
2025-09-29,4,C,5
2025-09-29,4,D,14
2025-09-29,4,E,10
2025-09-29,4,F,7
2025-09-29,4,G,6
2025-09-29,4,H,13
2025-09-29,4,J,1
2025-09-29,4,K,2
2025-09-29,4,L,9
2025-09-29,4,M,2
2025-09-29,4,N,2
2025-09-29,4,GH,11
2025-09-29,4,IM1,7
2025-09-29,4,IM2,11
2025-09-29,4,Outside,102
2025-09-29,5,A,0
2025-09-29,5,B,2
2025-09-29,5,C,2
2025-09-29,5,D,14
2025-09-29,5,E,15
2025-09-29,5,F,10
2025-09-29,5,G,11
2025-09-29,5,H,16
2025-09-29,5,J,3
2025-09-29,5,K,5
2025-09-29,5,L,6
2025-09-29,5,M,2
2025-09-29,5,N,3
2025-09-29,5,GH,7
2025-09-29,5,IM1,7
2025-09-29,5,IM2,7
2025-09-29,5,Outside,97
2025-09-29,6,A,0
2025-09-29,6,B,2
2025-09-29,6,C,3
2025-09-29,6,D,7
2025-09-29,6,E,14
2025-09-29,6,F,14
