data_date,time_index,area,num_people
2025-09-19,1,A,0
2025-09-19,1,B,4
2025-09-19,1,C,12
2025-09-19,1,D,18
2025-09-19,1,E,13
2025-09-19,1,F,16
2025-09-19,1,G,10
2025-09-19,1,H,5
2025-09-19,1,J,3
2025-09-19,1,K,3
2025-09-19,1,L,5
2025-09-19,1,M,0
2025-09-19,1,N,2
2025-09-19,1,GH,1
2025-09-19,1,IM1,8
2025-09-19,1,IM2,4
2025-09-19,1,Outside,118
2025-09-19,2,A,0
2025-09-19,2,B,6
2025-09-19,2,C,9
2025-09-19,2,D,19
2025-09-19,2,E,13
2025-09-19,2,F,13
2025-09-19,2,G,12
2025-09-19,2,H,8
2025-09-19,2,J,2
2025-09-19,2,K,6
2025-09-19,2,L,5
2025-09-19,2,M,0
2025-09-19,2,N,2
2025-09-19,2,GH,1
2025-09-19,2,IM1,8
2025-09-19,2,IM2,8
2025-09-19,2,Outside,123
2025-09-19,3,A,0
2025-09-19,3,B,5
2025-09-19,3,C,10
2025-09-19,3,D,22
2025-09-19,3,E,14
2025-09-19,3,F,12
2025-09-19,3,G,8
2025-09-19,3,H,10
2025-09-19,3,J,3
2025-09-19,3,K,4
2025-09-19,3,L,5
2025-09-19,3,M,0
2025-09-19,3,N,3
2025-09-19,3,GH,4
2025-09-19,3,IM1,3
2025-09-19,3,IM2,5
2025-09-19,3,Outside,113
2025-09-19,4,A,0
2025-09-19,4,B,6
2025-09-19,4,C,9
2025-09-19,4,D,21
2025-09-19,4,E,15
2025-09-19,4,F,7
2025-09-19,4,G,8
2025-09-19,4,H,10
2025-09-19,4,J,2
2025-09-19,4,K,5
2025-09-19,4,L,4
2025-09-19,4,M,0
2025-09-19,4,N,3
2025-09-19,4,GH,5
2025-09-19,4,IM1,3
2025-09-19,4,IM2,9
2025-09-19,4,Outside,119
2025-09-19,5,A,0
2025-09-19,5,B,4
2025-09-19,5,C,8
2025-09-19,5,D,16
2025-09-19,5,E,9
2025-09-19,5,F,1
2025-09-19,5,G,6
2025-09-19,5,H,7
2025-09-19,5,J,4
2025-09-19,5,K,5
2025-09-19,5,L,6
2025-09-19,5,M,0
2025-09-19,5,N,3
2025-09-19,5,GH,4
2025-09-19,5,IM1,3
2025-09-19,5,IM2,8
2025-09-19,5,Outside,121
2025-09-19,6,A,0
2025-09-19,6,B,5
2025-09-19,6,C,9
2025-09-19,6,D,16
2025-09-19,6,E,23
2025-09-19,6,F,12
2025-09-19,6,G,7
2025-09-19,6,H,13
2025-09-19,6,J,5
2025-09-19,6,K,4
2025-09-19,6,L,4
2025-09-19,6,M,1
